review,sentiment
buti sakto sakin haha yung black muntik na mabitin ewan ko lang sa grey di ko pa nasusuot. ok na to panggamit sa araw araw na byahe thank you seller at sa rider,3
ok sya for small bags. helpful to para palagi padin may payong kht small ang bag,3
maganda super nagustuhan ng anak ko happy happy siya.... will buy again. thank you very much shoppee... masaya na nagdrawing ang bebe ko,3
ok madali ma lowbat pero ok naman. thank you.,4
super bango nya and hindi matapang yung amoy. sweet lang maayos din ang packaging will probably order again next time thanks seller,3
"sobrang pangit, baliktad pa ung kabit ng isang salamin tsk waste of money wag kayonh bibili hindi rin sya nag change color pag nsa araw na just an ordinary glass,!!!!!",1
walang dumating na item. no replies from seller only automated message. so disappointed. buti na lang cod. pero sana huwag kayong ganyan mga paasa,1
not goode sayang lang po pera nyo dito.wag po kayo oorder sa seller na ito.payment is unfair to the item that you going to received.837 binayad ko pinadala sa akin cord lang po ng charger...charger connector lang po deliver. scammer po itong seller na ito,1
good maganda po cxa na amaze ako sa pa usok2 at mabango yung room ko.. thank u seller.. thank u rider,3
not packed well. bukas na yung box,1
"items are complete and was shipped immediately. medyo manipis lang tela, worry ko baka masira agad. and mukang maliit ang size but stretchable nman sya. it fits me kahit large frame ako.",4
"thank you so much, no damage and complete ordersas expected sa j&t nadeliver agad. nagsend din si seller ng pic before iship.",3
[video not related] binili ko to para sa mama ko and mukhang matibay at magtatagal naman siya. mabilis lang i-ship ni seller yung item.,3
"ok po yung quality, sakto din ang bilang na send sa akin, kaso yung brown cat iba sa pic pero ok lng pang boy pa din. kasya toh sa 2 months baby boy ko.",4
"the bra is super comfy!!! i'll buy again but in different shade. it is nice. wala naman siyang sira, may isang loose string but it didn't affect the product naman. i recommend this to you. thank you po!",3
goods na goods thank you seller s mabilis na delivery. nagustuhan ng asawa ko.,3
not good maybe next time u can improve the quality. even kase small amount lang ang na invest nakakapanghinayang pa rin lalo na’t mahirap kumita ng pera sa panahon ngayon.,1
mali ang size bwiset . 42 43 order ko . dumating 38-39,1
replica ganda na sana ng phone kahit imitation lang kaso di lang niya kaya i copy o ma i display man lang ang mga contacts ko from my tm sim card. tsk tsk,1
soft soft an tela pero manipis yung tela. pero perfect siya for top or under t-shirt. thank you seller.,3
not good ung bricks ang nabili ko.. 50 pcs.. maganda naman sya kaso not sure sa dikit kung tatagal kasi nakaka 1 day plang natatanggal na ung dikit nung iba.. at ung pagkakagupit pangit hndi pantay.. may maliit may malaki..,1
maganda naman po. magaan lang den sya sa paa. thank you seller,3
not that satisfied. will change ratings pag na try ko na maigi,1
responsive si seller..maganda po quality niya.. mabilis din naiship.. paki double check ung order po next time hehe.. happy new year po.. god bless you and your family.. thank you sainyo at sa rider,3
nice nails .good quality tinry ko na agad ikabit.. maganda po sa kuko yung napili kong design. salamat seller and sa courier.,3
"maganda siya pero may napansin ako na pangit sa tahi, parang natastas pero naremedyohan din naman. and good ang pagkakaremedyo. di gaano obvious. fast delivery!! kakaorder ko lang nito kahapon.",4
mahina lng ang hangin khit nka maximum na. mabilis ma low batt.. pinapawisan p rin lalo n yung batok,1
maganda ang tumbler 5 stars sa product kasi maganda talaga sya although matagal dumating at nakakapangamba na baka mamaya may damage na bago ko matanggap tumbler kasi at may tendency na mabasag .-2 stars kasi hindi responsive si seller. important din kasi na responsive po kayo sa mga buyers nyo,4
"d ko inexpect na sobrang laki pala niya,thank you seller!",3
"you get what you paid for, unable to take pictures na. keri naman sa price.",4
ok yong umbrella gusto ng wife ko but very much disappointed sa tagal bago dumating so far ito yong pinakamatagal ma send na binili ko sa shopee,1
sana man lang inayus nyo ang delivery package nyo yupi yupi po yong item. sayang yong bayad .,1
i'm not sure sana di magusot pag nilalakad overall the item itself is good. i really love it ang ganda nya sa personal dasurb koto hahahahaa ty seller definitely will buy again mejo natagalan lanh sa shipping worth the wait naman tnx. medyo may allowance pa ung 36 since 35,3
"good okay naman kaso ang tagal dumating, 1 linggo mahigit din. naamoy ko sa boyfriend ko yung cucumber so i asked him anong pabango yun, pero hindi nya kaamoy 'tong naorder ko. hopefully tumagal yung amoy ng mga 'to.",4
i ordered 2 neck fans. one was working the other was not. nireplyan ako ni seller at first until nag stop sya. i sent the video many times kasi she asked to pero useless. kahit e refund man lng sana or palitan ang defective product. she’s not responding anymore,4
panget mali kulay pinadala dear seller ng chat po ako sa inyo regarding na pinadala. nyo na mali na nga ang kulay mali pa ung size 2l order ko pinadala. nyo sa akin 800ml lang tpos hindi po kayo ng reply kagabi pako ng chat till now wlang reply kahit,1
good ang ganda at ang lambot well order again,3
"hindi sya kasing amoy ng orig na cloud, anlayo ng amoy huhu vanilla na vanilla ang laban neto and also ansakit sa ilong saktong ka spray amoy alcohol",4
ok naman yung service. friendly naman mga staff kaso di soundproof ang rooms. literally maririnig mo lahat ng ginagawa sa katabing rooms.. lahat-lahat...,1
dalwa inorder ko pero yung isa hindi nagana i want refund,1
hello okay naman yung phone pero maling color yung dinelver sayang gusto pa naman ng gagamit is red pero no choice na oks naman yung product,4
ang layo sa inorder ko kulay nung inorder green tas ung wipes na inorder ko pangsapatos hindi pang mukha,1
nice 3 pcs ung enorder q gaganda at ang cute d na sasakit didi q sa wire..salamt seller my cute plastic kada 1 bra.tnx shoppe and kuya rider,4
sarap pagtimplahan ng lemon at calamansi..,3
honest review lang po tan yung inorder ko po ineexpect ko color orange sya kaso kulay pink pala diko din magagamit hay sabi ni seller ibat iba daw ang timt nya sa lips so dintayo sure sa dadating kong babagay sya pero okey naman amoy nya mejo malamig sa labi,4
well packed at walang leaked. secured din ang pagkakabalot. order ulit ako pag naubos. mabait din rider . salamat seller...,3
complete orders and varion btw about the product magandaa sha rubber po sila then it arrived in a good conditon maayos po shaa as in sorry if i don't have pics na because nakuha na sha sakin ng costumer ko til,3
okay nmn gumagagan my mga yupi lng i dont know if s courier un..kc wala man lng nkalagay s bubble wrap kung saan ang taas at baba ng item bka binalibaliktad kya ganun..haisst,1
"correct color highly recommended ko ang seller na ito. this was my 2nd time to buy fr them. thanks seller, shopee and the rider.",3
super sarap mga foods... you get what youve paid for!!!,3
all in good condition..i'm so very happy na dumating din..thank you seller,3
"the product itself, all goods naman.",3
thankyouu it is well packaged!! delivered fast!! ang ganda ng quality!! kaso may defective na isa nakatanggal yung isang part niya!! god bless!!,4
don't much in the picture magkaiba ang design in actual but it's okay,4
"considering its price, super nice ng quality. makapal ang tela and it looks expensive. good for everyday use. thank you seller",3
"hindi ka pwede sa window side (yung room na may seaside view) hanggat di pa daw occupied yung mga table sa harap. in short, kailangan mo magpahuli sa pila. walang sense kung pumunta ka ng maaga. hindi approachable yung iba, lalo na yung receptionist. mataray. masungit. bawal ka magtanong, ganun",1
"ang ganda po ng item sulit n sulit ang price m, malaki dn sya,thank you seller at kay kuya rider,",3
maganda siya kaso ang tagal e deliver.,4
thank you po. ang ganda niya.,3
ang ganda nito thank you seller,3
cotton this is my second purchase from this shop. hehe gusto ksi ng hubby ko yung quality. nagamit na niya ung two kaya 4 nalang napic ko. mas bet ko ung color now. hehe,3
maganda ang ganda po nya kaso parang d naman po waterproof na tatanggal pag bina basa na pero okay lang basta may ma gamit ako,4
grabe ang galing konti lang pinagkaiba sa original as u can see naman sa photo (left side yung original ) sa size siguro just add 1 size lang. im size 41 originally pero i ordered 44-45 kasi naniwala ako sa reviews dito pero sobrang luwag (look sa vid) so dapat,3
salamat seller and salamat shoppee pasenxa na po kinuha agad yung may ari kaya walang picture,3
"finally! my order has been received! got these after fifteen (15) days. understandable because of the typhoon, it got delayed and delayed. but no worries i loved the product though masikip sakin ang size 32 hehe. but the quality is so so much nice in its affordable price... thanks seller......",3
"magtatagal ito. sobrang satisfied ako sa item na ito. magoorder ako ulit para sa anak ko naman.nakapack ng maayos at mabilis lang nedeliver. sobrang salamat po kay seller, shopee at rider.",3
too strong compared sa ibang ag cloud inspired perfume packaging was superb!!,3
not for person in a hurry matigas buksan... sobra! not recommended.,1
di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,4
mabilis lng sia dumating pero mejo nalungkot ako kc pink order pero ung kulay nia is pa light purple na handle lng ang pink pero ok nrin po kc mukang sianh matibay,4
local hindi gumagana yung mouthpiece at volume button,1
plastic ang gandaaa pa din. thank you po seller!,3
10/10 sobrang ganda at affordable . . . will order again po salamat seller bilis ng shipping,3
"good ok naman yung fragrance ng perfume mabangi sya sobra . medyo disappointed lang sa packaging kasi may leak sya ,konti lang naman nabawas dun sa perfume pero makikita mong may leak kasi nag spill na sya sa bottle nung perfume. siguro naextime ensure for good packaging esp. for perfume",4
"super bet ! i love the quality hindi siya yupi nung dumating, makapal at mabilis dumating.",3
xx eedit ko to sakali mag reply ang seller pinalitan ung mga micro sim ng inorder ko 3pcs pa nmn . hnd po biro ung halaga nun . ps hnd ako mkaadd ng pic at vid mtgal mag submit,1
walang kwenta yong item. sayang pera. sira. at di sya solar. nakakadismaya. kinansel pa nila yong refund request ko.,1
walang binili maayos siya kala namin di gumagana ng una but you have to soak the whole cotton sa water with essential oil that you’re using maangas hundred percent amoy peppermint room namin,4
"okay naman siya so far, worth it for the price but then di gumagana yung remote control niya. di ko alam bakit, i don't know if sa battery ba or talagang mismong yung remote control yung may sira.",4
mukha bang yeezy slides ba yan? awit sa seller,1
second order ko na to and still verry much satisfied ... matibay din cya,3
hindi ko na matandaan ilan beses na ako nakaorder sa shop na to. but still all items shipped are all in good quality and good condition. 3d socks are all cute and one of the best seller here in my mini shop. thank you seller. thank you shopee. will always,3
napakaganda! napakalaki! napakasulit! thank you seller,3
no scent walang amoy,1
ok n sana seller maganda nman kaso i order white at black tpos white pareho pinadala nyo mas marunong pa kayo s customer...sana kng wla black nag ask muna kau s customer,4
ok thanks po tama ang mga kulay na ipinadala. maayos na naka bubble wrap masinop na masinop. mabilis din ang ship. saktong pambaon sa bag . walang leak. dalawa po blue and black. pero isa lang po ang freebies. sponge stick. kala ko yung holder na pang bitbit ang free,4
nakakadissapoint naman to seller. i choose the random color pero bakit puro pink naman to? buti sana kung pinili ko puro pink lang talaga eh. jusko. tapos yung 2 pcs po hindi nagana yung ring light pero yung fan okay naman.,1
tamang color yung isa. yung isa gray/black inorder pero ibang color dumating. nice one. double check din pag may time.,1
sticky pero di sya smudged proof kita naman triny ko sa asawa ko syempre di rin water proof. what do you expect sa price nya. hehe. magagamit parin naman. thanks seller and rider,4
microphone not working ok nman sya kaso walang mic.,4
ok naman ang tela malambot and di mainit.kasya lng s anak ko na lalaki.kaso ung zipper parang ordinary lng katulad lng ng ibang nabilin ko nongbuna.kunting hila lng matatanggap.mas ok p cguro kung deretsong bulsa na lng mas maganda pa.pero over all maganda.spamat seller.,4
"super ganda ng tela nya dahil cotton fabric sya, ang sarap suoten dahil malambot sa katawan. thank you so much shopee, thank you seller & courier.",3
okay naman po....kaso dalawang mousepad binigay...ehehee....akala ko maypa-mouse na...whahaha..pero okay naman po...thank you padin po...pwede na pang gift yung isa... ehehe,4
"i just got it, complete naman ang item and okay ang packaging, no complain and definitely will order again............",3
thank you my niece loves to draw kaya niregaluhan ko siya nito love niya daw yung kulay kasi color pink matagal nga lang dumating kasi nasa malayo pa kami pero okay naman,3
ok maganda sya kaso yung isang kulay d nasunod pero all goods parin.,4
"maskara po yung order ko,hind eye liner",1
mejo mabilis lng sya matangal pero okey nmn sya maganda at hindi nakakadry ng lips... ,4
kumain kami kagabi lang. disapointed ako ng sobra ngmukha kaming tanga. una nag order kame ng kasalo #4 so apat lang yung rice na included. kaya nag order ako ng 3 extra rice kasi 7 kame tatlong adult at mga bata. so eto na nag bill out na kami then,1
i can't expect na ganito hitsura ng marereceived ko... compared sa pics na napili ko npka layo ng difference... anyway thank you seller and ky kuya na nag hatid ng parcel ko. godbless po sainyo,4
okay sana..kaso kulang pinadala nilang items..sb ko pa double check ehh..d cguro binasa ng ayos..haynako..,1
"maganda naman quality kaso yung white, may amoy. amoy ihi ng cat/rat. need hugasan",4
solid lake pala salamat po at sa rider salamat migo hahaha,3
100% okay naman sya mbango at long lasting kaso yung isang scent eh sira yung pinaka pangspray ayun tuloy tuloy ang paglabas ng pabango kahit di iniispray natulo sya pero long lasting pabango nla makapit sa damit. . amoy pa hanggang kinabukasan,4
good the smell is not that good amoy plastic pa sya kc bago super big good for the price and nkaka motivate uminom ng water,3
never buy in this store !!! mali2 yung order ko tapos kulang pa !!!! item is not good !!! very poor !!!,1
ang cute saka ang ganda ng quality.love it !!thankyou seller at sa nagdeliver .!,3
2nd order ko na toh ang gandaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa di ako binigo ni seller nag send pa sya ng pic. bgo ideliver thank you seller thank you din ky kua rider,3
i ordered 11 pcs.. 10pcs lng dumating.. seller is not responsive... so sad!,1
"will surely buy again sa shop nato kompleto lahat ng items saka mabilis dumating, nacancel lanh ung isang order ko before kase d na bumalik kinabukasan ung nagdedeliver pero anyways goods lahat^^",3
nice quality siya and so far ok naman yung air purifier. medyo may yupi sa gilid part. maayos ang packaging kaso baka sa courier handling na rin sa warehouse nila. chinese character lang yung remote so ikaw nalang mag check isa isang button. thank you seller and kay kuya rider,4
"thankyou po, ang ganda ang sarap sa paa malambot sa uulitin po khdndnskskxkcjvj jd d ksksjdjr t f sjksjs d rbskskd. rjforoend",3
"bad customer service, ang bagal lahat your staff needs some orientation, then first time in my life pa ako icharge ng left over charge! sa dami kong kinainan na buffet na mas mamahal pa first time lng ako macharge without consideration!",1
"base sa price..ok nman! pero sana lagyan nio ng sizes sa variation button, para di ma shock ang mga buyer sa mga sizes ng mga tshirt na isesend nio... salamat! not true to size",4
no good ang layo sa picture talagaa. pang cr tong gantong tsenilas !!!!,1
hindi sila kagaya nung sa orig na branch na babalik-balikan mo (na wala na ngayon). mali yung pagkuha ng order kaya ang ending napataas ang bill na hindi man lang sinolusyonan ng manager. no wonder kung bakit iilan lang kumakain dito pero dun sa original branch palaging puno anytime of,1
ayos maganda at maayos pag pack at deliver.salamat po,3
ang daming butas na maliliit. sana bago niyo i-deliver i-check niyo muna,1
kulang ba to or di lang ako marunong mag set up...and yung packaging parang straight kinuha sa basurahan,1
"poor maluwag ang charging port, low bat, madumi muka luma n ang item",1
good thank u po seller ganda nya po thank u din po kay kuya rider na mabait god bless po,3
super cute ang ganda ganda nya kasya lang maliit na bag... madadala mo kahit saan... ang bilis din ng shipping nakakatuwa na deliver agad ang item..,3
good quality naman good for its price well packaged good condition salamat po ng marami,3
"thank you so much seller. securely pack talaga xa kahit isa lang order ko,. sobranfg affordable tlaga. will order more. thank you din sa nagdeliver!",3
ok hindi ako nag expect ng todo kc nga mura lang pero magandang version na ito ng humidifier hindi tulad ng mga luma na naiipon pa ung tubig sa resonator eto tuloy tuloy lang hanggang maubos ang tubig. 5 star,3
"maganda siya. working naman. kaso ang bigat pala niya. anyways, nabudol lang ako sa isang fb group pero okay na rin. mukang nakakalinis naman pero kailangan tagalan or ulit ulitin para lang masisip yung mga dumi.",4
"i bought 2 pieces. same model, different color. but the grey one has color red battery/800mah while the black one has bl-5c battery/1000mah. magkaiba sila ng charger at pareho pa mabilis malobat. ano to lokohan?",1
ngayon lang po nakapag rate. anyways thank you seller. napapangalhati ko na po ang gamit. order po ulit next time. thank you again.,3
jusko malinaw na nga black nakalagay gray paden pinadala,1
"ok naman, kaya lang di nasunod gusto kong color, they packed it already before they sent the picture of the items. no choice na ko kaya ok na lang at accommodating seller naman.kaya lng, 2 tig p65 wireless order ko and 1 pc. wired p85.i paid for that amount p264,",4
"ok lang naman tama color and size kaso medyo manipis tela saka loose yung dulo nya gagawan konalang tuloy ng paraan dirin nagrereply yung seller sa mga tanong ko, thank you padin mabilis dumating",4
9 maganda sya pero mali color ng isa blue po dapat..magugustuhan ng kiddos ko to para sa school,4
"i bought 2 of these mystery box but the seller sent same item, same design and same color. sana man lang sir iniba mo ung isa",1
not oily i dont know pero ang baho talaga niya especially kapag tumagal na sa balat,1
ok ang item kya lng black at dark blue order ko pro parehong black ang dumating. nadismaya tuloy ako at ang mr ko n magsusuot.,4
ang pangiiiiiitttttttttttttttttttt. one day ko pa lang nagamit nasira agaaaaaaaaaaaaaad,1
i buy 4 products on their shop and i was received just one item at pag dating pa sakin nung led sira sira at yupi ng yung lalagayan niya mismo kaya open na yung item. i try to refund 3-4 times but they always cancelling it. at wala na ata,1
"maganda ,talaga siya, at perfect panggala ..thank you seller ..sa uulitin. .",3
okay naman sana kaso mali ang color na naideliver thank you pa rin seller sana next tama na po,4
"same sa pic, muted lang ung violet goods naman.. un lang nagpawis sya as seen in the pictures above. at least malamig pa din tubig",4
halatang madaling masira pero syempre what do you expect sa mumurahin pero hindi ko lang inexpect na ganito kapoor quality like masusuot mo pa ba toh pero fast shipping,1
good ok naman po lahat. exact color po yung dumating kaso yung facemask nga lang color pink strap po order ko.. yellow po yung dumating.,4
"fit to small bags super nice, maliit lang sya. super happy ng mother ko kasi kasya lang sa bag nya at hindi mabigat. thank you po",3
okqy i bought size 36 and it was stated thirty-six but size thirty-eight yung laki niya so hindi ko din siya masusuot,4
good item received...dmating rin legit2...no sending picture yng seller have a good day please rate back soon good job po,3
"go to other branches. bad management. mas professional pa mga staff at least. incomplete menu, and before going to this branch, we called them to ask if may cheese; since last time wala daw. we finished eating without cheese. puro ""preparing"" lang sinasabi samin. …",1
nice items!!!! will order again!!!! what u see is what u get thank u seller!!!! thnk u dn po sa rider na nagdeliver!!!!!!,3
juskooo naman po lowbat na dna macharge may charger peru d gumagana and trinay namn sa ibng charger ayaw padin,1
"mahirap sya buksan talaga, dapat sobrang sagad and huwag mo hawakan sa brown handle kase matatanggal sya. so sad for its price",1
"arghh di nagana micc and pindutan nakakainisss ok naman sound kaso mic talaga habol ko sa earphone na ito , hays how na bebe time ko nito pag narinig nila mama ka na may ka call ako",1
not effective ang pangit ng amoy sakit sa ilong di rin natutuyo sayang lng pera,1
kain lang. maiba lang. nothing special about the place and the dishes here.,4
sa wakas dumating nadin kaso ang liit pala sakin huhu sayang so no choice ako binigay ko nalang sa anak ko pero thanks padin sa seller pati nadin sa nag deliver hehehehe muah,4
"responsive si seller kaso hindi ko alam kung anong problema nya sa kulay gray! black pa din dineliver. salamt na din, no choice.",1
it's a cool place. i can still remember that the last time we were there the elevator got busted but we did take the stairs because it's worth it.we went back a couple of days ago but the do not allow slippers na daw so it's kinda …,4
parang old stock na daming gasgas pang reregalo pa naman nakkhyang ibigay kc baka akalain nagamit na haaayys,1
okay lang ang bilis dumating 2 days lang which is good but kulang yung dumating sakin naka ka sad,1
see picture okay na sana kaso naalis ung handle hindi siya ganun mahirap din i fold.,4
thank you kay kuyang riders nakarating sa akin ng maayos ang item ko.,3
ang ganda nya . add one size tlga sya . will order again . mabilis ang shipment . thanks and god speed . love the item very much,3
"grabe ambilis ma deliver thankyou so much po seller maayos din pag ka pack , secure na secure. 2nd time ko na na umorder sa shop nila hehehe",3
"ang bilis nya ma ship , sakto lang ang tela. kaso parang pang girl ang size nya, large na to eh, sana magkasya sa kuya ko . thank you seller.",4
ang soft and napakastandard ng pagkakagawa. napakalong lasting ng lip therapy na ito. napakasmooth pa sa labi.,3
it's ok for price pangit sobra ang white na ngangamoy sunog pero yung pink maganda,1
suitable for outings quality for a lower price. dito na ulit ako bili sulit kesa sa mamahalin natutuklap dn.,3
super affordable at masarap. toppings overload ng lomi batangas nila the best cravings satisfied,3
"two wrong issued items received. did not get the particular items na gusto ko which is the red football socks & snoopy bib, reason kya ako nag add pa ng ibang items to buy. the seller did not at least communicate if its ok to replace the particular items. i",1
akala ko water proof hindi pala nalagyan ng tubig mata ko agad natunaw umitim mata ko huhu may iba po kasi. na mascara pag malagyan ng tubig hindi nagkakaganyan sorry.po,1
"malinis, tahimik at friendly ang staff...ilang beses na kong nag check inn dito...maganda ang facility...babalik uli ako ngayong nov.",3
"bad sobrang naka dismaya,kasi sira yung na recieve ko,di talaga mapakinabangan,sayang ang pera,sa mga balak na bumili huwag na kayo mag sayang ng pera kasi pa swerte swerte lang mamigay ang seller,at di na yan maisauli,but thanks pa din kay rider.so bad talaga ang seller at ang items.",1
poor service. magsara na kayo,1
plastic eto tlaga ang gusto ko.hehehe bagay na bagay sa baby ko.ang cute nia lalo.,3
"buti na lang nagkasya sa kapatid ko, mdyo maliit sa akin. ung mga nauna kong binili ayos naman ang size. this time medyo iba na. pero okay pa din. you deserved 5 stars..",3
thick siya di madaling masira good job seller i'll order next time,3
"mabilisa ship out ......... 15 ko lang inorder 16 pa lang dumating na......... okay naman ang mga items, tama ang kulay , maganda naman ang tela kaso maliit lang ang size xxl na order ko pero kasya lang s large....... pero 4 stars pa rin rate",4
yung black eyeliner order ko walang ink.,1
ok nman yung medyas at maganda. nadisappoint lng ako ksi wla mn lng chat c seller na wla pa lng stock ng ibang medyas basta2x na lng sya nagbigay ng ibang design. sana mn lng sa susunod na magship ka magchat ka muna na wla ka pa lng stocks para,1
"sinukat ko sya, need to edit hindi mo sya masusuot pang swimming gosh!!! kitang kita yung padding! hindi ko makuhanan nang pic kase parang bastusin.",1
sayang pera sa adaptor. sumabog yung adaptor. ilang beses na akong bumibili sa shopee ng charger at gumagana lahat nang maayos kaya di na talaga ako nagvi-vid. di nyo naman ako ininform na may lahi pala tong fireworks. pinahamak nyo pa ako. ,1
ang cute nya po malaki po pala sya in person so morning to afternoon dika madali mauubusan ng tubig hahaha,3
not worth the price. expected that low quality because its cheap. pero di magagamit na di nakasaksak dahil lobat kkfull charge isang tawag lang lobat n agad,1
mali mali ang product sinend. pls check d orders well b4 sending out.,1
nice ganda ng shoes tama lng sa baby ko mukhang matibay..thank you seller at ky rider..bilis ng delivery,3
"10/10 you’ll never thought that it’s price is below a 100.00 when you personally have the item already, kasi it’s so comfortable on my feet and the material uses a great quality and durable for sure. i am size 37, but since malapad yung pa ko, i added 1 size",3
thank you so much seller at sa shopee. received complete and no damage. okey lang nan maganda po. worth it for its price. satisfied customer here.,3
complete naman yung mga items kaso panget pag pack nung seller dineretso kaagad sa bubble wrap bag kaya nagka dent yung ibang fake nails. tapos iba yung ine-expect ko na design nung fake nails.,1
nkaka disappointed kc dlwa order ko peo isa lng dmtng ...tama aman un bayad ko . tpx wla mnlng response un seller wlang siyang mkabenta lng sia,1
"i really like the slipper! pero sana nag size up ako kasi saktong sakto siya sakin wala ng allowance. but ok lang super pretty niya, thank you seller very affordable pa!",3
"okay naman po mga dumating na bra kaso sa gym training, shorts ang dumating instead of above knee.",4
good medyo basa lng yung wipes pag open ko nung bubble wrap..pero the item is good namn..dto na ulit ako oorder sa susunod kc ok naman yinh item..tnx sa nag deliver at sa seller.,4
ang liliit ng bra. dito naman ako bumibili before pero bakit pumangit yung quality ng mga bra. maliit na manipis di accurate sa sizing. kaloka. not worth the money guys.,1
"black, white and animal print yung 2 ok yung black anlaki di sya pambata",4
wow ganda nang kulay gusto ko talaga thank you seller,3
"cheap looking 1 month bago na received yung item manipis yung packaging, lukot lukot yung vinyl wag kayo dito bumili,",1
5/10 hays may crack potsaka di ko po sure if nagwork siya to reduce yung smell na di maganda,1
"leather leatheran yata bang dali dumating hahahahaha manipis sya, and its not heavy unlike the other boots, well its good for its price. i suggest that dont use it everyday cuz baka madaling masira, but overall! loevuette",4
received items in good condition.okay sa price kasi ok nman quality .manipos lang kaya sana tumagal ,4
"i received a wrong product but i think this will do. thank you, seller! mabilis ko po siyang nakuha. sulit po siya. xoxoxo.",4
so ayooooon nag try lang hahahhaha kala ko may pa ibang hanash waley ihhh pareparehas talaga ung item na nilalagay nila like dito ko sure sa dalawa kung alin ang sa mystery pounch at mystery box kasi samasama,1
i received a defective item ang ang p*n¥€+@ng shopee hindi ako pina refund. kitang kita naman sa video na nag le leak yung item. if could give zero ratings. lalo na shopee magbbgay ako,1
not working sira yung payong sayang pera ayaw bumukas,1
malayo sa displayed pictures yung item. manipis at ang daming crease nung dumating.,1
"maganda yung items. tama bawat kulay at piraso nang dumating. legit seller, recommended shop. worth the price, it's affordable.",3
wrong size naman binigay nyo order size 31 size 30 naman binigay nyo,1
beagh medyo nkkainis lng kase first wear ko ayy nppasukan pla ng tubig di ko nman sya bnbasa ingay nya suotin,1
okay naman tama color at size and mali iba yong itsura sa post sa ipinadala diko ja napicturan manipis pa sole nia mas ok ubg 36-41 tama sakto itsura ty godbless,4
good. okay na sana kaso mali ang color na dumating. hindi na natry pero sana maayos. thanyouuu. more blessing to come. godbless.,4
maganda ..malambot s paa and will order again,3
as you can see sa picture medyo unsafe lang ang dumating na item skin dahil sa walang bubble wrap yupi din ang box.pagdating sa item nagchacharge naman siya ang problem may umuugong sa loob ng fan.ang aking suggestion ay hope na sana ay yung pinapadala ay may bubble wrap para,1
super hello po ma'am ... andami ko mang pm about sa cancellation ko ..dahil na double order ko.. nagpapasalamat nalang po dahil worth it naman po .. nagustuhan din ng panganay kong girl. buti nalang nadiskartihan ko pa ... salamat po,4
thank u po maganda po mga item nnyo .salamat shopee and ky kuya n ng deliver.god bles po,3
"manipis at mabilis mapunit mabilis mapunit dahil manipis. nka scotch tape para ma i-roll. pagtinangal ang tape, punit! mahirap ilapat sa wall.",1
wrong color hassle pa ng refund wag nlang,1
"ok quality hindi ko alam kung ganyan ba talaga yan or not makita naman in video pati sa may control ba, don't mind the cake by the way thank you seller at mabilis po siya dumating",4
sobrang ganda talaga hindi ako nag hihinayang sa binayad ko ang laki sa personal magagamit hanggan 1years old sguro ito good quality order ako ulit sa shop nato nang iba pang gamitsalamat seller,3
super safe ang item..bilis dumating..rate 5stars...,3
3 inorder q for 310.00 pero nung dumating ung parcel 1 lang ang laman. wag basta basta maniwala at magtiwala sa mga scammer.,1
video for coins only grabe ang hirap buksan sobrang daming tape at naka bubble wrap ng makapal kaso kita naman sa pic na nayupi pa din ung isa,1
panget di gumagana mouth piece pagkalapag ko nasira agad isang earphone,1
fast low battery maganda kaso lang madaling malobat,4
"thank you shopee 11.11 nakabili aq ng mura at magandang mosquito net for my baby,,ang ganda niya kahit medyo malambot siya ,,sana magtagal to na magamit ,,",3
"arrived on time, complete set of items and okay na rin yung quality except for checkered shorts na manipis and ordinary.thanks lot for accommodating",4
"pocket zippers work fine. the price is just right lang for its quality. mejo di ko lang type ung sa may tali na part, di tulad sa mga nakita ko sa review. anw thank u seller for this. i might buy again next time hehehp",4
sobrang dissapount naman nung maroon at black na paranv sando sya akala ko mahaba yun naman pla maiksi parang bra talaga hayssss .......,1
pang apat na beses ko ng nag-order dito at until now gud performance pa din si seller..super bilis ng delivery at tamang items ang pinapadala..thank u so much seller at shoppe.,3
not good medyo maliit yung buy ko pero yung nabili kng ibang shoes nya 26 may allowance pa saknya tung sapatos na to sakto lag walang allowance huhu maliit size nila same cm lgnama.,1
maliit size thankyou seller dapat pala nag message ako na yung design na may malaking size angliit kasi nung napunta sken..pero buti nlng mejo nag abot pa...thankyou shopee,3
seller not responding. sayang pera dto. 5 mins lang lowbat na,1
"though incomplete na receive q vs. my order, i'll still give 5 kc very responsive s concern c seller khit mdyo delayed minsan mag reply pro ok lng kc may nka specify nmn n time limit at s dami nrin cguro ng pa order kya nagkakalituhan nrin. lastly, after requesting",3
"ok nman po gumagana sya kaso medyo mahina ang hangin nacharges ko agad bka malobat bilis dumating thank you kay ate shoppe ang bait nya, 3stars",4
smooth slamat sakto lang sya ..thnks ky seller till next..mablis ang delivery.,3
05.06 received the items in good condition and in a nice packaging. i will definitely buy again from this seller! thank you!!!,3
defective yung isang item defective,4
di siya kasya sa asawa ko i ordered xxl pinadala may tag na xxl pero ang size sa loob l makikita sa pic na inaupload ko di ko na nakunan ung tag dahil now ko lang napansin maganda nmn un lang iba size sana sa susunod na check maigi nag,4
